編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
RPRVPLLJRHKGFFB66DA,一樓平面,1050000,24.74,一樓
RPRSMLMJIIKGFFB97DA,坡道平面,950000,24.74,地下三樓
RPQOMLSKQHKGFFB88DA,坡道平面,1000000,24.74,地下二樓
RPQTPLLJRHKGFFB98DA,一樓平面,1050000,24.74,一樓
RPPOPLLJRHKGFFB38DA,坡道平面,950000,24.74,地下三樓
RPWOPLLJRHKGFFB09DA,坡道平面,950000,24.74,地下三樓
RPUSMLTJIIKGFFB98DA,坡道平面,1000000,24.74,地下二樓
RPQSMLMJIIKGFFB87DA,坡道平面,950000,24.74,地下三樓
RPTSMLTJIIKGFFB88DA,坡道平面,960000,24.74,二樓含以上
RPWSMLMJIIKGFFB48DA,坡道平面,1050000,24.74,地下一樓
RPWUNLOKQHKGFFB17DA,坡道平面,1000000,24.74,地下二樓
RPPTMLTJIIKGFFB58DA,坡道平面,910000,24.74,二樓含以上
RPSVPLLJRHKGFFB76DA,坡道平面,1000000,24.74,地下二樓
RPOTMLTJIIKGFFB48DA,一樓平面,1010000,24.74,一樓
RPUTMLTJIIKGFFB09DA,坡道平面,870000,24.74,地下三樓
RPOSPLLJRHKGFFB68DA,坡道平面,960000,24.74,二樓含以上
RPUSNLOKQHKGFFB76DA,坡道平面,950000,24.74,地下三樓
RPTSNLOKQHKGFFB66DA,坡道平面,1000000,24.74,地下二樓
RPWNOLOKQHKGFFB56DA,坡道平面,950000,24.74,地下三樓
RPQNPLLJRHKGFFB38DA,坡道平面,910000,24.74,二樓含以上
RPVVPLLJRHKGFFB07DA,坡道平面,1050000,24.74,地下一樓
RPQSPLOKQHKGFFB56DA,坡道平面,840000,24.74,二樓含以上
RPWVPLLJRHKGFFB17DA,坡道平面,1000000,24.74,二樓含以上
RPRRMLQKIIKGFFB38DA,坡道平面,1000000,24.74,二樓含以上
RPVONLKMIIKGFFB18DA,坡道平面,0,29.99,地下一樓
RPVONLKMIIKGFFB18DA,坡道機械,0,15.05,地下二樓
RPXVOLLJRHKGFFB17DA,坡道平面,1000000,24.74,地下二樓
RPTQMLQKIIKGFFB48DA,坡道平面,950000,24.74,地下三樓
RPWNMLLJJIKGFFB97DA,坡道機械,700000,15.05,地下二樓
RPPVNLOKQHKGFFB56DA,坡道平面,1000000,24.74,地下二樓
RPTTNLOKQHKGFFB76DA,坡道平面,950000,24.74,地下三樓
RPQWOLLJRHKGFFB56DA,坡道平面,1050000,24.74,地下一樓
RPRTPLLJRHKGFFB09DA,坡道平面,960000,24.74,地下二樓
RPRQOLOKQHKGFFB98DA,坡道平面,1050000,24.74,地下一樓
RPROOLOKQHKGFFB78DA,坡道平面,950000,24.74,地下三樓
RPWTOLOKQHKGFFB17DA,坡道平面,960000,24.74,二樓含以上
RPXRMLQKIIKGFFB98DA,一樓平面,1050000,24.74,一樓
RPPQPLLJRHKGFFB58DA,坡道平面,1050000,24.74,地下一樓
RPWSPLLJRHKGFFB86DA,坡道平面,1000000,24.74,二樓含以上
RPUSPLLJRHKGFFB66DA,坡道平面,1000000,24.74,二樓含以上
RPQQMLQKIIKGFFB18DA,坡道平面,950000,24.74,地下三樓
RPPRMLQKIIKGFFB18DA,一樓平面,1050000,24.74,一樓
RPXNMLMJRHKGFFB88DA,坡道平面,1000000,24.74,二樓含以上
RPVTMLQKIIKGFFB98DA,坡道平面,830000,24.74,二樓含以上
RPQNNLKMIIKGFFB57DA,坡道平面,1350000,29.99,地下一樓
RPQQOLOKQHKGFFB88DA,坡道平面,950000,24.74,地下三樓
RPPOOLOKQHKGFFB58DA,坡道平面,950000,24.74,二樓含以上
RPTNPLLJRHKGFFB68DA,坡道平面,950000,24.74,地下三樓
RPVSOLOKQHKGFFB96DA,坡道平面,960000,24.74,二樓含以上
RPTROLOKQHKGFFB66DA,坡道平面,950000,24.74,地下三樓
RPRNNLKMIIKGFFB67DA,坡道平面,0,29.99,地下一樓
RPRNNLKMIIKGFFB67DA,坡道機械,0,15.05,地下二樓
RPVOMLRJJIKGFFB58DA,坡道平面,1000000,24.74,二樓含以上
RPQNMLNKJIKGFAB17DA,坡道平面,1650000,40.06,地下三樓
RPXTNLOKQHKGFFB17DA,坡道平面,960000,24.74,地下二樓
RPSVOLOKQHKGFFB96DA,坡道平面,950000,24.74,地下三樓
RPXQMLQKIIKGFFB88DA,坡道平面,910000,24.74,地下三樓
RPWRPLLJRHKGFFB76DA,坡道平面,1000000,24.74,二樓含以上
RPSSPLOKQHKGFFB76DA,坡道平面,870000,24.74,二樓含以上
RPPOMLRLIIKGFFB08DA,坡道平面,950000,24.74,地下三樓
RPPUOLOKQHKGFFB56DA,坡道平面,830000,24.74,地下三樓
RPRTMLMLIIKGFFB28DA,坡道平面,1000000,24.74,地下二樓
RPORMLQKIIKGFFB08DA,坡道平面,950000,24.74,地下三樓
RPTTMLQJJIKGFFB78DA,坡道機械,650000,10.92,地下二樓
RPWTMLMLIIKGFFB78DA,一樓平面,1050000,24.74,一樓
RPPRMLNLQHKGFAB18DA,坡道平面,1800000,32.75,地下三樓
RPQRMLQJJIKGFFB28DA,坡道平面,1000000,24.74,地下二樓
RPSNMLSLRHKGFCB88DA,坡道平面,1950000,39.71,地下二樓
RPUWOLLJRHKGFFB96DA,坡道平面,1000000,24.74,地下二樓
RPPTMLMLIIKGFFB08DA,坡道平面,1010000,24.74,地下一樓
RPTRMLKMIIKGFFB18DA,坡道平面,1000000,24.74,二樓含以上
RPTPMLQJJIKGFFB38DA,坡道平面,910000,24.74,地下三樓
RPQSMLKMIIKGFFB97DA,坡道平面,950000,24.74,地下三樓
RPXTMLMLIIKGFFB88DA,一樓平面,1050000,24.74,一樓
RPSQMLOKJIKGFAB77DA,坡道平面,1900000,32.75,地下二樓
RPXOMLLMIIKGFAB87DA,坡道平面,1600000,39.53,地下四樓
RPUVPLLJRHKGFFB96DA,坡道平面,1050000,24.74,地下一樓
RPTOMLOLJIKGFAB77DA,坡道平面,1600000,40.06,地下四樓
RPURMLKMIIKGFFB28DA,坡道平面,950000,24.74,二樓含以上
RPWOMLOLJIKGFAB08DA,坡道平面,1400000,40.06,地下五樓含以下
RPQQMLNKJIKGFFB97DA,坡道平面,870000,24.74,地下三樓
RPXOMLOLJIKGFAB18DA,坡道平面,1400000,40.06,地下五樓含以下
RPOOMLQLJIKGFFB97DA,坡道平面,1000000,24.74,地下二樓
RPPPMLNKJIKGFFB77DA,坡道平面,950000,24.74,二樓含以上
RPQQMLQJJIKGFFB18DA,坡道平面,1000000,24.74,二樓含以上
RPUPPLMJQHKGFFB98DA,坡道平面,890000,24.74,地下一樓
RPRTMLLJRHKGFFB78DA,坡道平面,1050000,24.74,地下一樓
RPVROLMJQHKGFFB56DA,坡道平面,1000000,24.74,二樓含以上
RPPOMLQLJIKGFFB08DA,坡道平面,1000000,24.74,地下二樓
RPURPLMJQHKGFFB56DA,坡道平面,950000,24.74,二樓含以上
RPVUNLOKQHKGFFB07DA,一樓平面,1050000,24.74,一樓
RPWPOLOKQHKGFFB76DA,坡道平面,1000000,24.74,二樓含以上
RPROMLTKJIKGFFB48DA,坡道平面,1000000,24.74,地下二樓
RPOVNLOKQHKGFFB09DA,坡道平面,950000,24.74,地下三樓
RPXPOLOKQHKGFFB86DA,一樓平面,1050000,24.74,一樓
RPOOMLTKJIKGFFB18DA,坡道平面,950000,24.74,地下三樓
RPWTPLLJRHKGFFB96DA,坡道平面,910000,24.74,地下三樓
RPWNMLRKJIKGFFB68DA,坡道平面,1000000,24.74,地下二樓
RPSQPLMJQHKGFFB88DA,坡道平面,970000,24.74,地下一樓
RPWNPLMJQHKGFFB98DA,坡道平面,910000,24.74,二樓含以上
RPTQPLMJQHKGFFB98DA,坡道平面,1000000,24.74,地下二樓
RPSVPLMJQHKGFFB76DA,坡道平面,1000000,24.74,地下二樓
RPWNMLTKJIKGFFB88DA,坡道平面,1000000,24.74,地下二樓
RPRRMLOJRHKGFBB48DA,坡道平面,0,24.79,地下一樓
RPRRMLOJRHKGFBB48DA,坡道平面,0,24.79,地下一樓
RPTOMLTKJIKGFFB68DA,坡道平面,950000,24.74,二樓含以上
RPRSOLMJQHKGFFB88DA,坡道平面,950000,24.74,二樓含以上
RPRVOLMJQHKGFFB56DA,坡道平面,950000,24.74,地下三樓
RPXTOLMJQHKGFFB96DA,坡道平面,950000,24.74,二樓含以上
RPQNPLMJQHKGFFB38DA,坡道平面,1000000,24.74,二樓含以上
RPQVPLMJQHKGFFB56DA,坡道平面,870000,24.74,地下三樓
RPXPPLMJQHKGFFB66DA,坡道平面,880000,24.74,二樓含以上
RPROQLMJQHKGFFB68DA,坡道平面,920000,24.74,二樓含以上
RPOUOLMJQHKGFFB78DA,坡道平面,1050000,24.74,地下一樓
RPPVOLMJQHKGFFB98DA,坡道平面,930000,24.74,地下一樓
RPROMLRLQHKGFFB98DA,坡道平面,890000,24.74,地下一樓
RPVUOLMJQHKGFFB86DA,坡道平面,1050000,24.74,地下一樓
RPPNMLMJRHKGFFB08DA,坡道平面,920000,24.74,地下二樓
RPTVPLMJQHKGFFB86DA,坡道平面,950000,24.74,地下三樓
RPVPOLOKQHKGFFB66DA,坡道平面,910000,24.74,二樓含以上
RPXSOLMJQHKGFFB86DA,坡道平面,950000,24.74,二樓含以上
RPRNMLRLQHKGFAB38DA,坡道平面,1900000,32.75,地下二樓
RPUTPLMJQHKGFFB76DA,一樓平面,810000,24.74,一樓
RPXVOLMJQHKGFFB17DA,坡道平面,870000,24.74,地下三樓
RPUNQLMJQHKGFFB88DA,坡道平面,950000,24.74,地下三樓
RPTOMLRLQHKGFFB56DA,坡道平面,840000,24.74,地下二樓
RPXNMLMJQHKGFFB78DA,坡道平面,960000,24.74,二樓含以上
RPQNMLNKRHKGFAB87DA,坡道平面,1750000,30.03,地下五樓含以下
RPQNMLMJRHKGFFB18DA,坡道平面,870000,24.74,地下三樓
RPOQPLMJQHKGFFB48DA,坡道平面,870000,24.74,二樓含以上
RPQWMLMJQHKGFFB98DA,坡道平面,950000,24.74,二樓含以上
RPOVMLMJQHKGFFB68DA,坡道平面,950000,24.74,地下三樓
RPXUMLMJQHKGFFB86DA,坡道平面,950000,24.74,地下三樓
RPRPOLOKQHKGFFB88DA,坡道平面,1000000,24.74,二樓含以上
RPUNMLMLQHKGFFB68DA,坡道平面,1000000,24.74,二樓含以上
RPUNMLMLQHKGFFB68DA,坡道平面,950000,24.74,二樓含以上
RPRWPLLJRHKGFFB76DA,坡道平面,870000,24.74,地下三樓
RPRSOLOKQHKGFFB56DA,坡道平面,950000,24.74,地下三樓
RPORMLPLPHKGFAB18DA,坡道平面,1750000,29.87,地下五樓含以下
RPOPOLOKQHKGFFB58DA,坡道平面,950000,24.74,二樓含以上
RPSNMLOJRHKGFIB88DA,坡道平面,1200000,26.04,地下一樓
RPROMLOJRHKGFIB88DA,坡道平面,1200000,26.04,地下一樓
RPSOMLOJRHKGFIB98DA,坡道平面,1200000,26.04,地下一樓
RPTRMLSKRHKGFIB27DA,坡道平面,1200000,26.04,地下一樓
RPXOMLSKRHKGFIB37DA,坡道平面,1200000,26.04,地下一樓
RPUNMLKLRHKGFIB88DA,坡道平面,1300000,26.04,地下一樓
RPUNMLKLRHKGFIB88DA,坡道平面,1300000,26.04,地下一樓
RPQQMLTJRHKGFIB86DA,坡道平面,1150000,26.04,地下一樓
RPPPMLSJRHKGFIB56DA,坡道平面,1200000,26.04,地下一樓
RPXPMLLKRHKGFFB09DA,坡道平面,920000,24.74,地下二樓
RPPWPLLJRHKGFFB56DA,坡道平面,950000,24.74,二樓含以上
RPOQMLLKRHKGFFB28DA,坡道平面,870000,24.74,地下三樓
RPQNMLSLRHKGFAB48DA,坡道平面,1750000,30.03,地下五樓含以下
RPRNMLSLRHKGFAB58DA,坡道平面,1750000,30.03,地下五樓含以下
RPVNQLMJQHKGFFB98DA,坡道平面,970000,24.74,地下一樓
RPONPLLJRHKGFFB18DA,坡道平面,920000,24.74,地下二樓
RPQOMLLKRHKGFFB28DA,坡道平面,1050000,24.74,地下一樓
RPROMLOJRHKGFFB58DA,坡道平面,920000,24.74,地下二樓
RPXQMLRKRHKGFFB17DA,坡道平面,840000,24.74,二樓含以上
RPURMLKKMHKGFBB97DA,坡道平面,0,33.09,地下三樓
RPURMLKKMHKGFBB97DA,坡道平面,0,33.09,地下三樓
RPPNMLOJIIKGFFB47DA,坡道平面,1250000,26.13,地下二樓
RPTOMLSKRHKGFFB66DA,一樓平面,1050000,24.74,一樓
RPRSPLLJRHKGFFB98DA,坡道平面,960000,24.74,二樓含以上
RPVVOLLJRHKGFFB96DA,坡道平面,870000,24.74,地下三樓
RPVQPLLJRHKGFFB56DA,坡道平面,920000,24.74,二樓含以上
RPUSMLRKRHKGFFB07DA,坡道平面,920000,24.74,地下二樓
RPWSMLRKRHKGFFB27DA,坡道平面,970000,24.74,地下一樓
RPOSMLRLRHKGFFB56DA,坡道平面,1350000,29.99,地下一樓
RPXQMLOKQHKGFFB76DA,坡道平面,1050000,24.74,地下一樓
RPTRMLRKRHKGFFB86DA,坡道平面,930000,24.74,地下一樓
RPVRMLRKRHKGFFB07DA,坡道平面,1000000,24.74,地下二樓
RPSTMLLJRHKGFFB88DA,坡道平面,1000000,24.74,二樓含以上
RPORMLRKRHKGFFB98DA,坡道平面,1000000,24.74,地下二樓
RPSSMLRKRHKGFFB86DA,坡道平面,950000,24.74,地下三樓
RPVNPLLJRHKGFFB88DA,坡道平面,950000,24.74,地下三樓
RPQWMLRLRHKGFFB17DA,坡道機械,700000,15.05,地下二樓
RPWRMLRLRHKGFCB96DA,坡道平面,1900000,34.74,地下五樓含以下
RPUSNLMJQHKGFFB09DA,坡道平面,950000,24.74,二樓含以上
RPPSMLRKRHKGFFB56DA,坡道平面,910000,24.74,二樓含以上
RPQSMLRKRHKGFFB66DA,坡道平面,880000,24.74,地下二樓
RPRSMLRKRHKGFFB76DA,坡道平面,950000,24.74,二樓含以上
RPVNMLLJRHKGFFB58DA,坡道平面,920000,24.74,地下二樓
RPTQMLLJRHKGFFB68DA,坡道平面,960000,24.74,地下二樓
RPVSMLLJRHKGFFB09DA,坡道平面,950000,24.74,地下三樓
RPPTMLLJRHKGFFB58DA,坡道平面,1050000,24.74,地下一樓
RPOUPLLJRHKGFFB88DA,坡道平面,1000000,24.74,二樓含以上
RPRRNLRLRHKGFCB56DA,坡道機械,900000,13.36,地下五樓含以下
RPURNLRLRHKGFCB86DA,坡道機械,1000000,13.36,地下五樓含以下
RPTRNLRLRHKGFCB76DA,坡道平面,1000000,13.36,地下五樓含以下
RPTONLRLRHKGFCB09DA,坡道平面,1900000,34.74,地下五樓含以下
RPRTMLRLRHKGFCB66DA,坡道平面,1800000,32.07,地下四樓
RPQPNLRLRHKGFCB88DA,坡道平面,2100000,34.74,地下三樓
RPVTMLRLRHKGFCB07DA,坡道機械,900000,13.36,地下五樓含以下
RPOVMLRLRHKGFCB56DA,坡道平面,2000000,32.74,地下三樓
RPPTMLRLRHKGFCB09DA,坡道平面,2000000,34.74,地下三樓
RPWTMLRLRHKGFCB17DA,坡道機械,1000000,13.36,地下五樓含以下
RPSTMLRLRHKGFCB76DA,坡道平面,2100000,34.74,地下三樓
RPQVMLRLRHKGFCB76DA,坡道機械,950000,13.36,地下五樓含以下
RPQTMLRLRHKGFCB56DA,坡道平面,1700000,32.07,地下五樓含以下
RPWVMLRLRHKGFCB37DA,坡道機械,900000,13.36,地下五樓含以下
RPPPNLRLRHKGFCB78DA,坡道平面,1900000,34.74,地下五樓含以下
RPOPMLSJIIKGFCB67DA,坡道平面,1900000,34.74,地下四樓
RPQRMLLJIIKGFCB37DA,坡道機械,1000000,13.36,地下五樓含以下
RPQRMLSJIIKGFCB08DA,坡道平面,2100000,34.74,地下二樓
RPSNMLPKIIKGFFB97DA,坡道平面,870000,24.74,二樓含以上
RPOSMLLJIIKGFCB27DA,坡道平面,1650000,39.71,地下二樓
RPTPOLOKQHKGFFB09DA,坡道平面,960000,24.74,地下二樓
RPUTNLOLRHKGFFB07DA,坡道平面,1000000,24.74,二樓含以上
RPQNMLKKIIKGFAB76DA,坡道平面,1900000,30.03,地下三樓
RPRSNLOLRHKGFFB66DA,坡道平面,1000000,24.74,二樓含以上
RPSTNLOLRHKGFFB86DA,坡道平面,960000,24.74,二樓含以上
RPSRNLOLRHKGFFB66DA,坡道平面,1000000,24.74,地下二樓
RPRNMLNKIIKGFGB77DA,坡道平面,1200000,32.23,地下一樓
RPRNMLRJIIKGFFB97DA,坡道平面,1200000,26.13,地下三樓
RPRNMLRJIIKGFFB97DA,坡道平面,1200000,26.13,地下三樓
RPTUPLLJRHKGFFB76DA,坡道平面,950000,24.74,地下三樓
RPQPOLOKQHKGFFB78DA,一樓平面,970000,24.74,一樓
RPVTPLLJRHKGFFB86DA,坡道平面,950000,24.74,地下三樓
RPQNMLSLRHKGFCB68DA,坡道平面,2000000,39.71,地下二樓
RPWOOLOKQHKGFFB66DA,一樓平面,1050000,24.74,一樓
RPOTNLOKQHKGFFB88DA,坡道平面,1050000,24.74,地下一樓
RPUWOLMJQHKGFFB96DA,坡道平面,830000,24.74,二樓含以上
RPOUOLOKQHKGFFB09DA,坡道平面,950000,24.74,二樓含以上
RPUQMLNKIIKGFCB97DA,坡道平面,1700000,39.71,地下一樓
RPQQMLNKIIKGFCB57DA,坡道平面,1500000,36.40,地下二樓
RPSPOLOKQHKGFFB98DA,坡道平面,950000,24.74,地下三樓
RPUSNLOLRHKGFFB96DA,坡道平面,950000,24.74,二樓含以上
RPTVOLLJRHKGFFB76DA,坡道平面,870000,24.74,二樓含以上
RPPRPLLJRHKGFFB68DA,坡道平面,1000000,24.74,地下二樓
RPTRNLOLRHKGFFB76DA,坡道平面,870000,24.74,地下三樓
RPWSNLOLRHKGFFB17DA,坡道平面,1000000,24.74,地下二樓
RPORPLLJRHKGFFB58DA,坡道平面,950000,24.74,二樓含以上
RPXSMLMJIIKGFFB58DA,一樓平面,890000,24.74,一樓
RPQTNLOKQHKGFFB09DA,坡道平面,970000,24.74,地下一樓
RPUSMLMJIIKGFFB28DA,一樓平面,930000,24.74,一樓
RPWTOLMJQHKGFFB86DA,坡道平面,950000,24.74,地下三樓
RPQTNLOLRHKGFFB66DA,一樓平面,1050000,24.74,一樓
RPPTMLMJIIKGFFB87DA,坡道平面,910000,24.74,二樓含以上
RPPQOLOKQHKGFFB78DA,坡道平面,960000,24.74,地下二樓
RPSRPLMJQHKGFFB98DA,坡道平面,870000,24.74,二樓含以上
RPTNOLOKQHKGFFB88DA,坡道平面,920000,24.74,二樓含以上
RPPRMLOKQHKGFFB68DA,坡道平面,1000000,24.74,地下二樓
RPXNPLLJRHKGFFB09DA,坡道平面,870000,24.74,二樓含以上
RPXSNLOLRHKGFFB27DA,坡道平面,1050000,24.74,地下一樓
RPSTPLLJRHKGFFB56DA,坡道平面,960000,24.74,地下二樓
RPSNMLLJRHKGFFB28DA,坡道平面,1000000,24.74,地下二樓
RPSSMLMJIIKGFFB08DA,坡道平面,1000000,24.74,二樓含以上
RPOOMLNJIIKGFFB37DA,坡道平面,1050000,24.74,地下一樓
RPSUOLMJQHKGFFB56DA,坡道平面,1000000,24.74,地下二樓
RPPSMLMJIIKGFFB77DA,坡道平面,1050000,24.74,地下一樓
RPVNPLMJQHKGFFB88DA,一樓平面,970000,24.74,一樓
RPQSPLMJQHKGFFB88DA,坡道平面,910000,24.74,地下三樓
RPOSMLMJIIKGFFB67DA,一樓平面,970000,24.74,一樓
RPTTPLMJQHKGFFB66DA,坡道平面,870000,24.74,地下三樓
RPPUPLMJQHKGFFB98DA,坡道平面,950000,24.74,地下三樓
RPVSNLOKQHKGFFB86DA,坡道平面,920000,24.74,地下二樓
RPOVPLMJQHKGFFB98DA,坡道平面,890000,24.74,地下一樓
RPRVPLMJQHKGFFB66DA,坡道平面,870000,24.74,地下三樓
RPOSPLMJQHKGFFB68DA,坡道平面,910000,24.74,地下三樓
RPUQOLOKQHKGFFB66DA,坡道平面,950000,24.74,地下三樓
RPOWPLMJQHKGFFB09DA,坡道平面,1000000,24.74,地下二樓
RPSQOLOKQHKGFFB09DA,坡道平面,1000000,24.74,地下二樓
RPQOPLLJRHKGFFB48DA,坡道平面,830000,24.74,地下三樓
RPVOMLMKIIKGFCB77DA,坡道機械,900000,13.36,地下五樓含以下
RPQTMLMJIIKGFFB97DA,坡道平面,1000000,24.74,地下二樓
RPTPMLOJRHKGFFB88DA,坡道平面,1000000,24.74,二樓含以上
RPTNNLOLIIKGFCB87DA,坡道平面,2000000,32.07,地下二樓
RPTSOLOKQHKGFFB76DA,坡道平面,790000,24.74,二樓含以上
RPVNMLMJRHKGFFB68DA,坡道平面,920000,24.74,地下二樓
RPOVPLLJRHKGFFB98DA,坡道平面,950000,24.74,地下三樓
RPWNMLKMRHKGFFB88DA,坡道平面,1000000,24.74,二樓含以上
RPROMLMKIIKGFCB37DA,坡道平面,1900000,32.07,地下三樓
RPOSMLTJIIKGFFB38DA,坡道平面,880000,24.74,地下二樓
RPRNOLOKQHKGFFB68DA,坡道平面,920000,24.74,二樓含以上
RPPOMLMKIIKGFCB17DA,坡道平面,2000000,34.74,地下四樓
RPTOMLMLIIKGFBB57DA,坡道平面,1500000,24.79,地下二樓
RPOOMLMKIIKGFCB07DA,坡道平面,1800000,34.74,地下五樓含以下
RPRQPLLJRHKGFFB78DA,坡道平面,1000000,24.74,地下二樓
RPTRMLQKIIKGFFB58DA,坡道平面,1000000,24.74,地下二樓
RPOQMLSJIIKGFIB38DA,坡道平面,1200000,26.04,地下一樓
RPXPMLRLIIKGFAB48DA,坡道平面,1800000,30.03,地下四樓
RPQQPLLJRHKGFFB68DA,坡道平面,870000,24.74,二樓含以上
RPWNMLKKIIKGFAB37DA,坡道平面,1800000,30.03,地下四樓
RPQVNLOKQHKGFFB66DA,坡道平面,790000,24.74,二樓含以上
RPXSNLOKQHKGFFB07DA,坡道平面,950000,24.74,地下三樓
RPTUNLOKQHKGFFB86DA,坡道平面,1000000,24.74,地下二樓
RPWSOLOKQHKGFFB07DA,坡道平面,960000,24.74,二樓含以上
RPQTMLLJRHKGFFB68DA,坡道平面,1050000,24.74,地下一樓
RPOWNLOKQHKGFFB56DA,坡道平面,790000,24.74,地下三樓
RPQWNLOKQHKGFFB76DA,坡道平面,880000,24.74,二樓含以上
RPPNMLTJIIKGFFB97DA,坡道平面,1050000,24.74,地下一樓
RPOWOLLJRHKGFFB98DA,坡道平面,1000000,24.74,二樓含以上
RPTRPLLJRHKGFFB09DA,坡道平面,920000,24.74,地下二樓
RPSSPLLJRHKGFFB09DA,坡道平面,920000,24.74,地下二樓
RPWSMLTJIIKGFFB56DA,坡道平面,1000000,24.74,地下二樓
RPXVPLLJRHKGFFB27DA,坡道平面,1050000,24.74,地下一樓
RPUNOLOKQHKGFFB98DA,坡道平面,870000,24.74,二樓含以上
RPSSMLTJIIKGFFB78DA,坡道平面,870000,24.74,二樓含以上
RPQTMLTJIIKGFFB68DA,坡道平面,960000,24.74,二樓含以上
RPXSMLTJIIKGFFB66DA,坡道平面,870000,24.74,二樓含以上
RPSQMLQKIIKGFFB38DA,坡道平面,920000,24.74,地下二樓
RPOWPLLJRHKGFFB09DA,坡道平面,1000000,24.74,地下二樓
RPQNMLLJJIKGFFB37DA,坡道機械,700000,15.05,地下二樓
RPQNOLOKQHKGFFB58DA,坡道平面,1000000,24.74,地下二樓
RPUQMLQKIIKGFFB58DA,坡道平面,1000000,24.74,地下二樓
RPPNMLMLIIKGFFB47DA,坡道平面,950000,24.74,二樓含以上
RPVRMLQKIIKGFFB78DA,坡道平面,1000000,24.74,地下二樓
RPRUNLOKQHKGFFB66DA,坡道平面,870000,24.74,地下三樓
RPOPMLRJIIKGFCB57DA,坡道平面,1800000,36.40,地下一樓
RPVUMLLJRHKGFFB66DA,坡道平面,950000,24.74,地下三樓
RPQRMLQKIIKGFFB28DA,坡道平面,870000,24.74,地下三樓
RPSOOLOKQHKGFFB88DA,坡道平面,870000,24.74,二樓含以上
RPVOOLOKQHKGFFB56DA,坡道平面,1000000,24.74,地下二樓
RPQSOLOKQHKGFFB09DA,坡道平面,790000,24.74,地下三樓
RPVNOLOKQHKGFFB09DA,坡道平面,920000,24.74,二樓含以上
RPUUNLOKQHKGFFB96DA,坡道平面,970000,24.74,地下一樓
RPVWNLOKQHKGFFB27DA,坡道平面,920000,24.74,地下二樓
RPRQMLQKIIKGFFB28DA,坡道平面,830000,24.74,二樓含以上
RPTQOLOKQHKGFFB56DA,坡道平面,950000,24.74,地下三樓
RPWWOLLJRHKGFFB17DA,坡道平面,880000,24.74,二樓含以上
RPWPPLLJRHKGFFB56DA,坡道平面,920000,24.74,二樓含以上
RPSQPLLJRHKGFFB88DA,坡道平面,950000,24.74,地下三樓
RPUSMLLJRHKGFFB98DA,一樓平面,1050000,24.74,一樓
RPPUMLMLIIKGFFB18DA,坡道平面,1000000,24.74,地下二樓
RPWNPLLJRHKGFFB98DA,一樓平面,1050000,24.74,一樓
RPSTMLMLIIKGFFB38DA,坡道平面,950000,24.74,地下三樓
RPUVNLOKQHKGFFB07DA,坡道平面,1000000,24.74,地下二樓
RPURMLQKIIKGFFB68DA,坡道平面,890000,24.74,地下一樓
RPOVMLMKRHKGFFB88DA,一樓平面,890000,24.74,一樓
RPSRMLQKIIKGFFB48DA,坡道平面,970000,24.74,地下一樓
RPQUMLMLIIKGFFB28DA,坡道平面,950000,24.74,地下三樓
RPWQMLQKIIKGFFB78DA,坡道平面,870000,24.74,地下三樓
RPPOMLQKIIKGFFB87DA,坡道平面,970000,24.74,地下一樓
RPOUMLMLIIKGFFB08DA,坡道平面,910000,24.74,二樓含以上
RPRUMLMLIIKGFFB38DA,坡道平面,890000,24.74,地下一樓
RPPPMLLMIIKGFAB17DA,坡道平面,1600000,39.53,地下四樓
RPQPMLLMIIKGFAB27DA,坡道平面,1700000,39.53,地下三樓
RPSPMLLMIIKGFAB47DA,坡道平面,1700000,39.53,地下三樓
RPVOMLMLIIKGFFB18DA,坡道平面,1000000,24.74,二樓含以上
RPOPMLNJJIKGFAB07DA,坡道平面,1900000,39.53,地下一樓
RPPOMLLLPHKGFAB57DA,坡道平面,1800000,30.03,地下四樓
RPTOMLSLIIKGFAB08DA,坡道平面,1600000,39.53,地下四樓
RPPPMLSJJIKGFFB18DA,坡道平面,1350000,29.99,地下一樓
RPOPMLSJJIKGFFB08DA,坡道平面,1300000,29.99,地下一樓
RPXPMLLMIIKGFAB97DA,坡道平面,1600000,39.53,地下四樓
RPVPMLLMIIKGFAB77DA,坡道平面,1600000,39.53,地下四樓
RPTPMLNJJIKGFAB57DA,坡道平面,1700000,39.53,地下三樓
RPSPMLNJJIKGFAB47DA,坡道平面,1700000,39.53,地下三樓
RPPQMLLMIIKGFAB27DA,坡道平面,1800000,39.53,地下二樓
RPOQMLLMIIKGFAB17DA,坡道平面,1600000,39.53,地下四樓
RPVPMLNJJIKGFAB77DA,坡道平面,1700000,39.53,地下三樓
RPTPMLLMIIKGFAB57DA,坡道平面,1700000,39.53,地下三樓
RPRQMLLMIIKGFAB47DA,坡道平面,1700000,33.08,地下三樓
RPWPMLNJJIKGFAB87DA,坡道平面,1700000,39.53,地下三樓
RPPQMLNJJIKGFAB27DA,坡道平面,1800000,39.53,地下二樓
RPRPMLNJJIKGFAB37DA,坡道平面,1700000,39.53,地下三樓
RPSQMLLMIIKGFAB57DA,坡道平面,1700000,39.53,地下三樓
RPXOMLOJJIKGFAB97DA,坡道平面,1600000,39.53,地下四樓
RPRQMLNJJIKGFAB47DA,坡道平面,1700000,39.53,地下三樓
RPVOMLOJJIKGFAB77DA,坡道平面,1700000,39.53,地下三樓
